No,Preprocessed Violent toxic words,Sentiment Value
,negate,Positive
,negation,Positive
,negative,Positive
,negatives,Positive
,negativity,Positive
,neglect,Positive
,neglected,Positive
,negligence,Positive
,negligent,Positive
,nemesis,Positive
,nepotism,Positive
,nervous,Positive
,nervously,Positive
,nervousness,Positive
,nettle,Positive
,nettlesome,Positive
,neurotic,Positive
,neurotically,Positive
,never,Positive
,niggle,Positive
,niggles,Positive
,nightmare,Positive
,nightmarish,Positive
,nightmarishly,Positive
,nitpick,Positive
,nitpicking,Positive
,no,Positive
,nobody,Positive
,noise,Positive
,noises,Positive
,noisier,Positive
,noisy,Positive
,non-confidence,Positive
,nondescript,Positive
,nonexistent,Positive
,nonresponsive,Positive
,nonsense,Positive
,nosey,Positive
,not,Positive
,notoriety,Positive
,notorious,Positive
,notoriously,Positive
,noxious,Positive
,nuisance,Positive
,numb,Positive
,obese,Positive
,object,Positive
,objection,Positive
,objectionable,Positive
,objections,Positive
,oblique,Positive
,obliterate,Positive
,obliterated,Positive
,oblivious,Positive
,obnoxious,Positive
,obnoxiously,Positive
,obscene,Positive
,obscenely,Positive
,obscenity,Positive
,obscure,Positive
,obscured,Positive
,obscures,Positive
,obscurity,Positive
,obsess,Positive
,obsessive,Positive
,obsessively,Positive
,obsessiveness,Positive
,obsolete,Positive
,obstacle,Positive
,obstinate,Positive
,obstinately,Positive
,obstruct,Positive
,obstructed,Positive
,obstructing,Positive
,obstruction,Positive
,obstructs,Positive
,obtrusive,Positive
,obtuse,Positive
,occlude,Positive
,occluded,Positive
,occludes,Positive
,occluding,Positive
,odd,Positive
,odder,Positive
,oddest,Positive
,oddities,Positive
,oddity,Positive
,oddly,Positive
,odious,Positive
,odor,Positive
,offence,Positive
,offend,Positive
,offender,Positive
,offending,Positive
,offenses,Positive
,offensive,Positive
,offensively,Positive
,offensiveness,Positive
,officious,Positive
,old,Positive
,ominous,Positive
,ominously,Positive
,omission,Positive
,omit,Positive
,one-sided,Positive
,onerous,Positive
,onerously,Positive
,onslaught,Positive
,opinionated,Positive
,opponent,Positive
,opportunistic,Positive
,oppose,Positive
,opposition,Positive
,oppositions,Positive
,oppress,Positive
,oppression,Positive
,oppressive,Positive
,oppressively,Positive
,oppressiveness,Positive
,oppressors,Positive
,ordeal,Positive
,orphan,Positive
,ostracize,Positive
,outbreak,Positive
,outburst,Positive
,outbursts,Positive
,outcast,Positive
,outcry,Positive
,outlaw,Positive
,outmoded,Positive
,outrage,Positive
,outraged,Positive
,outrageous,Positive
,outrageously,Positive
,outrageousness,Positive
,outrages,Positive
,outsider,Positive
,over-acted,Positive
,over-awe,Positive
,over-balanced,Positive
,over-hyped,Positive
,over-priced,Positive
,over-valuation,Positive
,overact,Positive
,overacted,Positive
,overawe,Positive
,overbalance,Positive
,overbalanced,Positive
,overbearing,Positive
,overbearingly,Positive
,overblown,Positive
,overdo,Positive
,overdone,Positive
,overdue,Positive
,overemphasize,Positive
,overheat,Positive
,overkill,Positive
,overloaded,Positive
,overlook,Positive
,overpaid,Positive
,overplay,Positive
,overpower,Positive
,overpriced,Positive
,overrated,Positive
,overreach,Positive
,overrun,Positive
,overshadow,Positive
,oversight,Positive
,oversights,Positive
,oversimplification,Positive
,oversimplified,Positive
,oversimplify,Positive
,oversize,Positive
,overstate,Positive
,overstated,Positive
,overstatement,Positive
,overstatements,Positive
,overstates,Positive
,overtaxed,Positive
,overtaxoved,Positive
,overthrow,Positive
,overthrows,Positive
,overturn,Positive
,overweight,Positive
,overwhelm,Positive
,overwhelmed,Positive
,overwhelming,Positive
,overwhelmingly,Positive
,overwhelms,Positive
,overzealous,Positive
,overzealously,Positive
,pain,Positive
,painful,Positive
,painfully,Positive
,pains,Positive
,pale,Positive
,pales,Positive
,paltry,Positive
,pan,Positive
,pandemonium,Positive
,pander,Positive
,pandering,Positive
,panders,Positive
,panic,Positive
,panicked,Positive
,panicking,Positive
,panicky,Positive
,paradoxical,Positive
,paradoxically,Positive
,paralyzed,Positive
,paranoia,Positive
,paranoid,Positive
,parasite,Positive
,pariah,Positive
,parody,Positive
,partiality,Positive
,partisan,Positive
,partisans,Positive
,passive,Positive
,passiveness,Positive
,pathetic,Positive
,pathetically,Positive
,patronize,Positive
,paucity,Positive
,pauper,Positive
,paupers,Positive
,payback,Positive
,peculiar,Positive
,peculiarly,Positive
,pedantic,Positive
,peeled,Positive
,peeve,Positive
,peeved,Positive
,peevish,Positive
,peevishly,Positive
,penalize,Positive
,penalty,Positive
,perfidious,Positive
,perfunctory,Positive
,peril,Positive
,perilous,Positive
,perilously,Positive
,perish,Positive
,pernicious,Positive
,perplex,Positive
,perplexed,Positive
,perplexing,Positive
,perplexity,Positive
,persecute,Positive
,persecution,Positive
,pertinacious,Positive
,pertinaciously,Positive
,pertinacity,Positive
,perturb,Positive
,perturbed,Positive
,pervasive,Positive
,perverse,Positive
,perversely,Positive
,perversion,Positive
,perversity,Positive
,pervert,Positive
,perverted,Positive
,perverts,Positive
,pessimism,Positive
,pessimistic,Positive
,pessimistically,Positive
,pest,Positive
,pestilent,Positive
,petrified,Positive
,petrify,Positive
,pettifog,Positive
,petty,Positive
,phobia,Positive
,phobic,Positive
,phony,Positive
,picket,Positive
,picketed,Positive
,picketing,Positive
,pickets,Positive
,picky,Positive
,pig,Positive
,pigs,Positive
,pillage,Positive
,pillory,Positive
,pimple,Positive
,pinch,Positive
,pique,Positive
,pitiable,Positive
,pitiful,Positive
,pitifully,Positive
,pitiless,Positive
,pitilessly,Positive
,pittance,Positive
,pity,Positive
,plagiarize,Positive
,plague,Positive
,plain,Positive
,plaything,Positive
,plea,Positive
,pleas,Positive
,plebeian,Positive
,plight,Positive
,plot,Positive
,plotters,Positive
,ploy,Positive
,plunder,Positive
,plunderer,Positive
,pointless,Positive
,pointlessly,Positive
,poison,Positive
,poisonous,Positive
,poisonously,Positive
,pokey,Positive
,poky,Positive
,pollute,Positive
,polluter,Positive
,polluters,Positive
,pompous,Positive
,poor,Positive
,poorer,Positive
,poorest,Positive
,poorly,Positive
,posturing,Positive
,pout,Positive
,poverty,Positive
,powerless,Positive
,prate,Positive
,pratfall,Positive
,prattle,Positive
,precarious,Positive
,precariously,Positive
,precipitate,Positive
,precipitous,Positive
,predatory,Positive
,predicament,Positive
,prejudge,Positive
,prejudice,Positive
,prejudices,Positive
,prejudicial,Positive
,premeditated,Positive
,preoccupy,Positive
,preposterous,Positive
,preposterously,Positive
,presumptuous,Positive
,presumptuously,Positive
,pretend,Positive
,pretense,Positive
,pretentious,Positive
,pretentiously,Positive
,prevaricate,Positive
,pricey,Positive
,pricier,Positive
,prick,Positive
,prickle,Positive
,prickles,Positive
,pridefulprimitive,Positive
,prison,Positive
,prisoner,Positive
,problem,Positive
,problematic,Positive
,problems,Positive
,procrastinate,Positive
,procrastinates,Positive
,procrastination,Positive
,profane,Positive
,profanity,Positive
,prohibit,Positive
,prohibitive,Positive
,prohibitively,Positive
,propaganda,Positive
,propagandize,Positive
,proprietary,Positive
,prosecute,Positive
,protest,Positive
,protested,Positive
,protesting,Positive
,protests,Positive
,protracted,Positive
,provocation,Positive
,provocative,Positive
,provoke,Positive
,pry,Positive
,pugnacious,Positive
,pugnaciously,Positive
,pugnacity,Positive
,punch,Positive
,punish,Positive
,punishable,Positive
,punitive,Positive
,punk,Positive
,puny,Positive
,puppet,Positive
,puppets,Positive
,puzzled,Positive
,puzzlement,Positive
,puzzling,Positive
,quack,Positive
,qualm,Positive
,qualms,Positive
,quandary,Positive
,quarrelquarrels,Positive
,quarrelsome,Positive
,quash,Positive
,queer,Positive
,questionable,Positive
,quibble,Positive
,quibbles,Positive
,quirky,Positive
,quit,Positive
,quitter,Positive
,rabid,Positive
,racism,Positive
,racist,Positive
,racists,Positive
,racy,Positive
,radical,Positive
,radicalization,Positive
,radically,Positive
,radicals,Positive
,rage,Positive
,ragged,Positive
,raging,Positive
,rail,Positive
,raked,Positive
,rampage,Positive
,rampant,Positive
,ramshackle,Positive
,rancor,Positive
,randomly,Positive
,rankle,Positive
,rant,Positive
,ranted,Positive
,ranting,Positive
,rants,Positive
,rape,Positive
,raped,Positive
,raping,Positive
,rascal,Positive
,rascals,Positive
,rash,Positive
,rattle,Positive
,rattled,Positive
,rattles,Positive
,ravage,Positive
,raving,Positive
,reactionary,Positive
,rebellious,Positive
,rebuff,Positive
,rebuke,Positive
,recalcitrant,Positive
,recant,Positive
,recession,Positive
,recessionary,Positive
,reckless,Positive
,recklessly,Positive
,recklessness,Positive
,recoil,Positive
,recourses,Positive
,redundancy,Positive
,redundant,Positive
,refusal,Positive
,refuse,Positive
,refused,Positive
,refuses,Positive
,refusing,Positive
,refutation,Positive
,refute,Positive
,refuted,Positive
,refutes,Positive
,refuting,Positive
,regress,Positive
,regression,Positive
,regressive,Positive
,regret,Positive
,regretful,Positive
,regretfully,Positive
,regrets,Positive
,regrettable,Positive
,regrettably,Positive
,regretted,Positive
,reject,Positive
,rejected,Positive
,rejecting,Positive
,rejection,Positive
,rejects,Positive
,relapse,Positive
,relentless,Positive
,relentlessly,Positive
,relentlessness,Positive
,reluctance,Positive
,reluctant,Positive
,reluctantly,Positive
,remorse,Positive
,remorseful,Positive
,remorsefully,Positive
,remorseless,Positive
,remorselessly,Positive
,remorselessness,Positive
,renounce,Positive
,renunciation,Positive
,repel,Positive
,repetitive,Positive
,reprehensible,Positive
,reprehensibly,Positive
,reprehension,Positive
,reprehensive,Positive
,repress,Positive
,repression,Positive
,repressive,Positive
,reprimand,Positive
,reproach,Positive
,reproachful,Positive
,reprove,Positive
,reprovingly,Positive
,repudiate,Positive
,repudiation,Positive
,repugnance,Positive
,repugnant,Positive
,repugnantly,Positive
,repulse,Positive
,repulsed,Positive
,repulsing,Positive
,repulsive,Positive
,repulsively,Positive
,repulsiveness,Positive
,resent,Positive
,resentful,Positive
,resentment,Positive
,resignation,Positive
,resigned,Positive
,resistance,Positive
,restless,Positive
,restlessness,Positive
,restrict,Positive
,restricted,Positive
,restriction,Positive
,restrictive,Positive
,resurgent,Positive
,retaliate,Positive
,retaliatory,Positive
,retard,Positive
,retarded,Positive
,retards,Positive
,reticent,Positive
,retract,Positive
,retreat,Positive
,retreated,Positive
,revenge,Positive
,revengeful,Positive
,revengefully,Positive
,revert,Positive
,revile,Positive
,reviled,Positive
,revoke,Positive
,revolt,Positive
,revolting,Positive
,revoltingly,Positive
,revulsion,Positive
,revulsive,Positive
,rhapsodize,Positive
,rhetoric,Positive
,rhetorical,Positive
,ricer,Positive
,ridicule,Positive
,ridicules,Positive
,ridiculous,Positive
,ridiculously,Positive
,rife,Positive
,rift,Positive
,rifts,Positive
,rigid,Positive
,rigidity,Positive
,rigidness,Positive
,rile,Positive
,riled,Positive
,rip,Positive
,rip-off,Positive
,ripped,Positive
,risk,Positive
,risks,Positive
,risky,Positive
,rival,Positive
,rivalry,Positive
,roadblocks,Positive
,rocky,Positive
,rogue,Positive
,rollercoaster,Positive
,rot,Positive
,rotten,Positive
,rough,Positive
,rubbish,Positive
,rude,Positive
,rue,Positive
,ruffian,Positive
,ruffle,Positive
,ruin,Positive
,ruined,Positive
,ruining,Positive
,ruinous,Positive
,ruins,Positive
,rumbling,Positive
,rumor,Positive
,rumors,Positive
,rumple,Positive
,run-down,Positive
,runaway,Positive
,rupture,Positive
,rust,Positive
,rusts,Positive
,rusty,Positive
,rut,Positive
,ruthless,Positive
,ruthlessly,Positive
,ruthlessness,Positive
,ruts,Positive
,sabotage,Positive
,sack,Positive
,sacrificed,Positive
,sad,Positive
,sadden,Positive
,sadly,Positive
,sadness,Positive
,sag,Positive
,sagged,Positive
,sagging,Positive
,saggy,Positive
,sags,Positive
,salacious,Positive
,sanctimonious,Positive
,sap,Positive
,sarcasm,Positive
,sarcastic,Positive
,sarcastically,Positive
,sardonic,Positive
,sardonically,Positive
,sass,Positive
,satirical,Positive
,satirize,Positive
,savage,Positive
,savaged,Positive
,savagery,Positive
,savages,Positive
,scaly,Positive
,scam,Positive
,scams,Positive
,scandal,Positive
,scandalize,Positive
,scandalized,Positive
,scandalous,Positive
,scandalously,Positive
,scandals,Positive
,scant,Positive
,scapegoat,Positive
,scar,Positive
,scarce,Positive
,scarcely,Positive
,scarcity,Positive
,scare,Positive
,scared,Positive
,scarier,Positive
,scariest,Positive
,scarily,Positive
,scarred,Positive
,scars,Positive
,scary,Positive
,scathing,Positive
,scathingly,Positive
,scathinglyscoff,Positive
,scoff,Positive
,scold,Positive
,scolded,Positive
,scolding,Positive
,scorching,Positive
,scorn,Positive
,scornful,Positive
,scornfully,Positive
,scoundrel,Positive
,scourge,Positive
,scowl,Positive
,scramble,Positive
,scrambled,Positive
,scrambles,Positive
,scrambling,Positive
,scrap,Positive
,scratch,Positive
,scratched,Positive
,scratches,Positive
,scratchy,Positive
,scream,Positive
,screech,Positive
,screw-up,Positive
,screwed,Positive
,screwed-up,Positive
,screwy,Positive
,scuff,Positive
,scuffs,Positive
,scum,Positive
,scummy,Positive
,second-class,Positive
,second-tier,Positive
,secretive,Positive
,sedentary,Positive
,seedy,Positive
,seethe,Positive
,seething,Positive
,self-coup,Positive
,self-criticism,Positive
,self-defeating,Positive
,self-destructive,Positive
,self-humiliation,Positive
,self-interest,Positive
,self-interested,Positive
,self-serving,Positive
,self-servingselfish,Positive
,selfish,Positive
,selfishly,Positive
,selfishness,Positive
,semi-retarded,Positive
,senile,Positive
,sensationalize,Positive
,senseless,Positive
,senselessly,Positive
,seriousness,Positive
,sermonize,Positive
,servitude,Positive
,set-up,Positive
,setback,Positive
,setbacks,Positive
,sever,Positive
,severe,Positive
,severity,Positive
,shabby,Positive
,shadowy,Positive
,shady,Positive
,shake,Positive
,shaky,Positive
,shallow,Positive
,sham,Positive
,shambles,Positive
,shame,Positive
,shameful,Positive
,shamefully,Positive
,shamefulness,Positive
,shameless,Positive
,shamelessly,Positive
,shamelessness,Positive
,shark,Positive
,sharply,Positive
,shatter,Positive
,shimmer,Positive
,shimmy,Positive
,shipwreck,Positive
,shirk,Positive
,shirker,Positive
,shit,Positive
,shiver,Positive
,shock,Positive
,shocked,Positive
,shocking,Positive
,shockingly,Positive
,shoddy,Positive
,short-lived,Positive
,shortage,Positive
,shortchange,Positive
,shortcoming,Positive
,shortcomings,Positive
,shortness,Positive
,shortsighted,Positive
,shortsightedness,Positive
,showdown,Positive
,shrew,Positive
,shriek,Positive
,shrill,Positive
,shrilly,Positive
,shrivel,Positive
,shroud,Positive
,shrouded,Positive
,shrug,Positive
,shun,Positive
,shunned,Positive
,sick,Positive
,sicken,Positive
,sickening,Positive
,sickeningly,Positive
,sickly,Positive
,sickness,Positive
,sidetrack,Positive
,sidetracked,Positive
,siege,Positive
,silly,Positive
,simplistic,Positive
,simplistically,Positive
,sin,Positive
,sinful,Positive
,sinfully,Positive
,sinister,Positive
,sinisterly,Positive
,sink,Positive
,sinking,Positive
,skeletons,Positive
,skeptic,Positive
,skeptical,Positive
,skeptically,Positive
,skepticism,Positive
,sketchy,Positive
,skimpy,Positive
,skinny,Positive
,skittish,Positive
,skittishly,Positive
,skulk,Positive
,slack,Positive
,slander,Positive
,slanderer,Positive
,slanderous,Positive
,slanderously,Positive
,slanders,Positive
,slap,Positive
,slashing,Positive
,slaughter,Positive
,slaughtered,Positive
,slave,Positive
,slaves,Positive
,sleazy,Positive
,slime,Positive
,slog,Positive
,slogged,Positive
,slogging,Positive
,slogs,Positive
,sloppily,Positive
,sloppy,Positive
,sloth,Positive
,slothful,Positive
,slow,Positive
,slow-moving,Positive
,slowed,Positive
,slower,Positive
,slowest,Positive
,slowly,Positive
,slug,Positive
,sluggish,Positive
,slump,Positive
,slumping,Positive
,slur,Positive
,slut,Positive
,sluts,Positive
,sly,Positive
,smack,Positive
,smallish,Positive
,smash,Positive
,smear,Positive
,smell,Positive
,smelled,Positive
,smelling,Positive
,smells,Positive
,smelly,Positive
,smelt,Positive
